"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.43","45.83","GAGETOWN A","8101792","2019-08-08","2019","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-09","2019","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-10","2019","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-11","2019","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-12","2019","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-13","2019","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-14","2019","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-15","2019","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-16","2019","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-17","2019","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-18","2019","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-19","2019","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-20","2019","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-21","2019","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-22","2019","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-23","2019","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-24","2019","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-25","2019","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-26","2019","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-27","2019","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-28","2019","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-29","2019","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-30","2019","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-08-31","2019","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-01","2019","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-02","2019","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-03","2019","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-04","2019","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-05","2019","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-06","2019","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-07","2019","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-08","2019","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-09","2019","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-10","2019","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-11","2019","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-12","2019","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-13","2019","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-14","2019","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-15","2019","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-16","2019","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-17","2019","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-18","2019","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-19","2019","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-20","2019","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-21","2019","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-22","2019","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-23","2019","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-24","2019","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-25","2019","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-26","2019","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-27","2019","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-28","2019","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-29","2019","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-09-30","2019","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-01","2019","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-02","2019","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-03","2019","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-04","2019","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-05","2019","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-06","2019","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-07","2019","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-08","2019","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-09","2019","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-10","2019","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-11","2019","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-12","2019","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-13","2019","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-14","2019","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-15","2019","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-16","2019","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-17","2019","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-18","2019","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-19","2019","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-20","2019","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-21","2019","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-22","2019","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-23","2019","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-24","2019","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-25","2019","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-26","2019","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-27","2019","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-28","2019","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-29","2019","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-30","2019","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-10-31","2019","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-01","2019","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-02","2019","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-03","2019","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-04","2019","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-05","2019","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-06","2019","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-07","2019","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-08","2019","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-09","2019","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-10","2019","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-11","2019","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-12","2019","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-13","2019","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-14","2019","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-15","2019","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-16","2019","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-17","2019","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-18","2019","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-19","2019","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-20","2019","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-21","2019","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-22","2019","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-23","2019","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-24","2019","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-25","2019","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-26","2019","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-27","2019","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-28","2019","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-29","2019","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-11-30","2019","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-01","2019","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-02","2019","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-03","2019","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-04","2019","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-05","2019","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-06","2019","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-07","2019","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-08","2019","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-09","2019","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-10","2019","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-11","2019","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-12","2019","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-13","2019","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-14","2019","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-15","2019","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-16","2019","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-17","2019","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-18","2019","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-19","2019","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-20","2019","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-21","2019","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-22","2019","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-23","2019","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-24","2019","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-25","2019","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-26","2019","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-27","2019","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-28","2019","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-29","2019","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-30","2019","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-66.43","45.83","GAGETOWN A","8101792","2019-12-31","2019","12","31","","","","","","","","","","","","","","","","","","","","","","",""
